GeneID,Sensitive_azt0,Sensitive_azt2,Resistant_azt0,Resistant_azt2,Resistant_azt4
PP_4548,43.41275805,44.04378588,48.43128334,68.57472194,50.46373869
PP_4549,823.2508588,685.7651867,783.3327216,647.1433065,689.6007694
PP_4550,108.2607362,99.8605643,105.4330066,102.2655737,99.75058904
PP_4552,160.3053398,161.4540736,130.6545225,156.8935397,154.14021
PP_4570,397.3064979,431.4185814,411.7507794,416.9520063,436.7636468
PP_4571,220.6843089,200.6510589,252.7139341,243.0398405,201.8862549
PP_4594,115.3109733,165.6427188,116.3519916,164.2150382,163.3351658
PP_4597,88.64008803,30.75319778,35.66416423,25.92769134,28.827931
PP_4613,61.90171294,57.90155115,64.91728961,56.85416558,71.96662005
PP_4619,54.98851316,70.67602692,48.37262325,238.9921941,95.36213183
PP_4620,83.7074028,79.40311684,70.64005983,252.9178893,121.2617149
PP_4621,269.289167,311.4506482,265.7043611,550.6079707,420.3857895
PP_4628,122.0571428,141.4896639,124.0753607,105.9949238,128.2082661
PP_4632,301.1281442,153.4047307,360.6315968,195.6842042,155.8574037
PP_4636,119.3839648,363.8173334,142.2240978,742.6754505,476.9415446
PP_4643,20.28787935,28.07018339,19.41987619,25.81829287,30.90520526
PP_4646,230.7750642,97.34492944,279.2631822,155.4089647,81.16592801
PP_4650,163.7554325,169.6644347,243.0846526,204.0943219,189.6135908
PP_4651,314.7628725,305.2800683,444.2293566,327.5611208,319.0166033
PP_4653,138.3131618,150.7429831,125.978113,135.1615368,141.8085821
PP_4655,10.88505727,10.4168471,10.79899904,11.03431146,8.675909315
PP_4656,8.43158707,8.799280004,7.20357077,8.700004582,8.806889503
PP_4659,193.8316365,290.6437633,173.4793372,252.413621,308.2876021
PP_4666,40.40736052,58.3357132,55.12413842,111.4850739,71.07541183
PP_4667,183.5855499,295.5760697,262.3026752,360.4397038,309.7327252
PP_4670,69.31611673,84.60932516,74.29543,79.7175193,92.83880377
PP_4677,705.52402,666.3651446,663.282828,599.9695083,657.3848411
PP_4678,1120.824267,1093.863654,1031.138598,1021.984567,1001.811848
PP_4679,228.5074605,270.2364164,239.6536905,229.9091733,246.6116613
PP_4680,592.7456927,702.8748411,581.4226543,583.4622882,686.6279375
PP_4683,707.8778966,599.7301567,656.5017622,557.6890189,576.5132453
PP_4686,96.02144088,82.64789292,93.591353,74.30604332,79.5975691
PP_4687,47.27308286,43.14121254,48.56930722,46.56986344,45.29185396
PP_4688,55.80745703,69.73450929,55.39603507,60.49785738,64.15442773
PP_4689,40.0954978,40.91465359,49.23433843,42.05601303,34.61315512
PP_4698,72.19330358,74.52998434,61.95128122,58.48592479,69.60467951
PP_4699,149.1298434,162.7232948,122.584459,126.0048375,178.6675876
PP_4700,177.9797437,151.3423705,146.7272665,110.0695479,137.0822997
PP_4701,495.3533557,472.8073327,478.0867091,440.6557317,445.0451035
PP_4702,133.1833401,137.6311761,142.7253112,152.5605961,145.7910432
PP_4715,1336.674488,1723.313627,1257.772282,1344.12377,1714.551883
PP_4716,685.9790976,668.703531,650.4761075,614.8433926,638.5077582
PP_4717,284.8283466,264.6148405,291.2468292,282.374997,264.114671
PP_4723,918.2432418,1082.12305,873.2961881,981.8408627,1091.136932
PP_4724,284.9340222,365.2073156,263.7265053,360.1429899,390.819821
PP_4725,411.2143247,442.4222204,385.8966836,388.1669598,415.8769661
PP_4735,243.3471335,180.8620475,212.2745449,105.0881986,172.9515243
PP_4736,223.2494935,99.84096385,197.3733691,85.67801231,109.9102184
PP_4737,316.795171,142.3211322,295.9471691,117.8610879,160.602039
PP_4758,8.630111546,7.683542687,6.339219672,5.553786405,7.720890716
PP_4762,173.8398769,154.7235631,168.6264233,171.9736824,143.5890908
PP_4774,46.09990962,46.15438435,49.86715182,47.02492815,52.33607014
PP_4779,253.3705869,239.1186576,248.2432167,241.8897165,228.1468738
PP_4782,161.6958739,176.2203778,155.8219961,152.398414,174.718524
PP_4783,95.03512938,82.32329881,76.61243554,79.47627087,84.00487826
PP_4784,291.0692036,264.6562529,280.1186346,237.823029,259.4454052
PP_4790,352.4368311,293.0386619,319.8761492,237.951923,279.7767651
PP_4794,1249.316544,1143.335358,1279.980971,1077.278823,1152.560118
PP_4799,170.3671166,151.3195583,150.9362678,161.854126,149.3235545
PP_4800,703.0562026,576.6833683,656.4995987,579.1609443,544.5409628
PP_4801,311.3905514,304.4364003,308.7604802,309.594656,282.3610086
PP_4803,1387.210703,1114.614511,1259.364388,1054.303507,1070.302462
PP_4805,387.7525324,323.1464894,369.9649938,293.7957139,329.553678
PP_4807,450.1769178,349.4844844,437.7899672,309.2935278,340.709435
PP_4810,175.9086549,139.8556834,164.4360862,118.0324604,136.9527693
PP_4811,418.8000238,359.7934259,395.6260326,301.7831934,338.5751423
PP_4817,131.9898824,149.7724189,137.6530795,170.475027,142.4673315
PP_4822,245.8606135,228.2235303,209.5124595,180.5076363,235.1151757
PP_4823,211.1641123,171.983367,179.1568398,130.4463528,161.0781027
PP_4826,129.4847298,74.75456685,126.7536774,74.86799877,69.33886796
PP_4827,60.56520829,41.50688422,58.87437653,32.08078935,31.97380097
PP_4828,30.84586489,17.54151283,28.20556214,18.70977021,17.35855011
PP_4829,78.79712017,68.67138232,76.75291376,53.25660946,67.2060287
PP_4830,75.79493235,67.83567075,72.87389314,63.20861084,61.87610665
PP_4832,18.78404326,17.26291591,21.03394592,17.87205922,15.56353889
PP_4838,811.6322479,1203.244145,1139.604066,1359.916359,1356.664177
PP_4841,29.40385338,32.04679362,27.96723742,32.85321288,31.2014736
PP_4842,8.40891942,8.139106618,7.337443546,4.954402698,6.934060774
PP_4843,8.247898855,7.769840191,7.047064176,4.340882688,7.471984038
PP_4844,13.63790094,10.62769075,12.09005663,12.18273335,10.55984189
PP_4845,9.40937319,11.3114824,10.63834134,8.803168533,10.57869569
PP_4854,15.09640174,18.1522877,21.1678187,21.77113574,20.05251674
PP_4862,162.0187415,152.6895722,161.7215617,158.9066914,145.6509118
PP_4863,11.5814797,16.14075492,17.71041431,14.94877816,15.15659489
PP_4864,16.70260734,10.81081279,12.52939798,19.06041711,11.1842842
PP_4865,4.738461185,7.982735514,10.94626427,9.469506975,11.63568842
PP_4866,43.63077665,52.21233231,43.02322306,42.92369873,44.37744348
PP_4867,47.48257608,69.5228533,49.68292115,84.56662643,66.11037586
PP_4868,180.5593788,235.645856,169.2599943,171.6159045,202.0719017
PP_4869,229.3390985,268.6855823,228.0434135,222.6854448,204.6049286
PP_4881,241.5235017,196.6420801,206.1805738,159.3583867,201.9046189
PP_4882,100.1663993,64.72950909,89.79508966,47.72410645,68.92902437
PP_4889,745.9966275,674.6507261,636.6822829,583.7480884,623.8620562
PP_4890,358.3915872,285.6944254,300.3698589,261.4471429,268.8772141
PP_4897,593.7240041,569.4969707,590.3711614,625.2031115,603.0711252
PP_4900,274.1786229,209.5865371,255.9153405,229.5069482,209.4819444
PP_4903,358.500135,339.1988847,344.4608247,357.9305854,362.6748171
PP_4907,94.67492653,96.23011477,107.4309695,88.75351414,107.783182
PP_4908,200.6436669,168.7085242,176.2062633,142.653098,158.6765504
PP_4909,411.8358357,344.3567755,370.3957995,356.8727676,333.0098179
PP_4919,337.2414736,276.855149,298.4241117,294.7000222,282.915834
PP_4922,118.8673993,121.3446356,112.1979142,127.0759996,127.5510104
PP_4928,150.1881579,146.239923,150.2374831,125.5399508,136.1036217
PP_4934,861.776256,609.5861543,823.908738,730.5367887,621.1371738
PP_4935,889.3665344,674.0345774,818.6232902,755.3059202,700.7463696
PP_4943,405.0251933,346.626199,414.9101301,310.6965636,336.5853368
PP_4944,859.3473353,872.909038,829.1689052,771.7340299,858.6316207
PP_4946,711.8128191,676.0131194,559.5756614,560.0811174,594.7432256
PP_4960,626.032715,623.348184,550.3570785,456.548549,571.5380681
PP_4963,496.4950347,419.0998357,484.8916125,338.6997008,380.9815709
PP_4964,121.4615694,122.4260381,110.2753973,107.9402802,123.6883781
PP_4965,681.4930569,559.3303073,587.9112233,481.4193937,556.5396195
PP_4967,1817.103132,1613.268083,1677.130698,1547.308423,1441.9474
PP_4971,109.5302693,107.5022819,94.10444366,86.87970086,105.6977035
PP_4974,382.3170987,270.2647376,274.4741797,173.3978386,237.2257689
PP_4976,711.5612657,804.5916065,705.0697657,786.0505199,781.1384124
PP_4977,127.0890842,147.8783858,120.2219524,120.6496538,150.4636667
PP_4983,413.5344203,357.943638,335.9343282,290.0355835,343.7875912
PP_4984,154.9466995,153.9976089,152.7954493,144.1484748,169.2049152
PP_4993,902.4122913,800.8737289,1028.26848,1021.870912,825.1379232
PP_4997,94.20504807,138.1856643,75.62514978,117.8219438,135.8938761
PP_4998,237.2035492,256.3272801,202.7711248,261.6813163,254.9250638
PP_4999,217.3975838,239.812714,186.8415467,248.28994,251.6801184
PP_5003,125.3610511,135.4741471,137.611963,137.2866295,136.0673639
PP_5004,85.82065337,80.08675014,71.48721002,83.39449918,74.99891292
PP_5005,60.26583481,60.51397941,66.56323451,62.00235504,61.51362286
PP_5011,291.5151711,329.503599,333.3563846,359.0148829,361.2437403
PP_5013,273.4267229,274.637609,289.0002887,241.9646079,286.5493641
PP_5014,395.2850047,333.1106989,403.9917211,366.1322174,338.0763755
PP_5015,125.7182853,123.7123188,116.0396267,127.2972695,116.8568117
PP_5029,37.9257383,33.9424451,34.39913396,43.22650784,30.46685475
PP_5030,44.7664098,38.4679633,46.65392001,49.57427036,43.05123955
PP_5031,35.71612788,35.41700099,33.83176768,45.05045865,36.38351151
PP_5032,21.56503895,17.19721432,24.19342634,21.87928034,22.6715673
PP_5033,59.24271339,49.95189672,58.51557149,66.86932525,57.53261063
PP_5036,41.95891511,37.78103898,33.72561898,53.67218641,38.52650303
PP_5040,546.694737,590.1121574,493.4039071,572.8559904,607.5199118
PP_5041,92.27680134,127.1513604,88.92149721,119.3414879,118.2733849
PP_5045,229.4996662,235.8198735,222.1158905,189.5024973,236.9546452
PP_5046,2908.148592,2565.475793,2618.999139,3002.893275,2534.01352
PP_5054,44.00598447,48.84471393,32.35911533,46.79408925,53.40756544
PP_5056,338.2582841,344.4496006,327.3245707,261.6709553,340.9563919
PP_5063,478.6986949,438.007938,420.294384,386.3838415,461.9754389
PP_5064,293.1139621,242.2556736,239.7270248,207.6107658,249.5071299
PP_5066,354.3729454,280.8585957,332.2373173,264.9507044,278.5187247
PP_5074,148.9980063,156.0181296,141.5104055,136.2197468,156.4407845
PP_5075,318.9283394,227.396434,288.8819201,214.7870141,202.9698542
PP_5076,860.3673918,669.5975123,765.6027463,634.8994072,605.8733259
PP_5078,562.1894679,551.4718766,596.2173387,538.9347616,521.6389122
PP_5079,548.1084278,525.9060536,602.7450737,587.9498422,523.5155903
PP_5084,1358.928164,1104.273216,1390.421757,1367.712668,1128.113536
PP_5085,914.1244982,900.1702503,831.505805,689.8942508,871.0985518
PP_5089,492.745212,609.0556259,436.6167022,501.1395411,581.3962132
PP_5095,229.7001641,210.4099634,185.4738705,200.7954696,215.4058539
PP_5097,143.8251601,148.7265113,159.7472235,151.0782062,162.4410141
PP_5098,178.4161183,147.6332865,150.4524164,127.8633303,147.800655
PP_5100,444.1994749,365.8807449,399.8341466,381.6245676,337.4973468
PP_5104,183.7327656,188.7481919,183.4887758,136.823663,181.0493793
PP_5118,131.1394081,122.5527463,129.0679952,131.3136811,128.4557221
PP_5120,326.3168658,270.1316305,294.7138176,288.4763123,303.5912334
PP_5123,181.7051903,182.0573588,155.5433124,152.9444963,208.3635418
PP_5128,428.3388518,435.0461188,421.9244821,466.5376287,430.9358712
PP_5132,84.43415557,61.32928456,83.96564652,57.93393064,70.69357973
PP_5139,305.7619691,239.397121,257.0352747,191.1372261,251.5041835
PP_5141,278.7371919,271.2015042,265.5910622,279.1248092,284.2101752
PP_5149,232.3451177,208.5758558,198.3884882,185.2273316,205.1838639
PP_5150,239.3283108,218.8108409,216.0729774,196.6193488,207.88268
PP_5155,786.8045919,759.1811145,679.5742415,604.6601949,714.9913017
PP_5168,152.2178753,177.2586471,182.1978275,156.3182536,148.4173474
PP_5169,79.13317105,95.85976735,85.35870171,80.4063229,81.96241293
PP_5170,48.19300826,78.98894058,63.61699066,58.29376802,75.28888294
PP_5171,59.65459861,88.54396237,60.5254117,50.53965631,80.34959473
PP_5177,353.91952,347.1189369,393.2385415,411.0561829,338.9477728
PP_5178,287.462712,307.1251427,312.650024,359.6139576,303.1529221
PP_5179,248.6572358,257.0693309,228.4989443,256.0435687,268.8631603
PP_5180,286.9526623,303.404042,284.3712068,346.8434716,288.6067873
PP_5181,1120.032463,1115.844763,1006.960501,1312.370894,1076.94262
PP_5182,594.3626983,837.439234,617.8448897,1109.481373,863.7542221
PP_5183,316.5248261,427.0080049,277.8377851,481.5596011,473.3955877
PP_5184,121.8764232,164.8465264,94.68157552,145.503638,182.8714467
PP_5185,269.5468077,204.2993507,255.6045483,202.626874,199.9631631
PP_5186,279.1036454,280.5801571,297.0597198,278.8832519,260.293646
PP_5192,113.6969724,133.7706303,105.9049807,141.4324181,141.6911529
PP_5193,325.5476138,314.1477699,299.6365113,302.1680037,317.5603754
PP_5194,343.8655746,373.5566325,304.1148252,342.7101943,380.0033884
PP_5195,89.38094689,74.14770585,90.89384776,71.98461888,79.97165679
PP_5196,63.15851573,83.08539553,41.76404064,44.62488559,90.80068875
PP_5197,215.2925574,196.0399997,251.5142212,207.8499896,189.2651589
PP_5199,484.8437465,418.186386,513.1080334,407.8559272,418.4215969
PP_5203,423.3547375,395.3497033,412.8532162,416.3507024,362.3172349
PP_5213,437.3796493,376.8283243,452.7388132,373.8763119,394.268668
PP_5215,5154.08587,3575.45463,4697.465015,3835.170439,3487.383605
PP_5216,770.5754215,623.5929523,663.5054095,648.4539665,641.8232639
PP_5217,1800.539123,1571.936669,1867.854262,1782.709639,1566.627176
PP_5222,329.9820807,276.1303302,373.0056906,359.5202931,268.7080711
PP_5227,392.9879936,372.3297945,360.4865525,310.0987427,361.5419604
PP_5228,186.7106689,177.2772162,156.047686,138.9292464,172.2667161
PP_5233,197.0467321,187.4323275,187.5985766,230.038929,203.8784618
PP_5246,230.0876562,192.9850755,212.6443974,186.3350815,190.4231275
PP_5250,11.44312678,14.32794523,11.94448814,19.44974613,17.22466941
PP_5257,28.07118008,28.88769856,24.92484382,30.15412281,25.25871128
PP_5258,31.6587991,36.57571314,32.85957113,34.10730646,37.78993433
PP_5269,449.1779483,454.4198978,396.1433261,458.8404619,486.8889952
PP_5270,811.752061,1022.790656,709.2669991,1098.826341,1075.274732
PP_5273,82.39957546,89.79663505,85.1437684,66.74910386,87.46052272
PP_5278,432.5146296,526.5835941,402.7555931,498.8451354,526.7972441
PP_5285,309.3475183,280.5625539,332.3878668,312.4163359,309.6558649
PP_5286,54.91416315,56.5192583,60.83088028,62.38500132,58.4025609
PP_5289,540.9955396,437.0068723,547.9082339,429.5694796,417.8367682
PP_5291,368.1640965,342.228653,368.7150527,356.267955,392.6525389
PP_5296,124.1402318,116.3465236,118.8743983,113.9894435,128.6437619
PP_5302,1068.939537,935.1519329,1066.505516,932.9378019,918.8983426
PP_5314,586.2003946,420.5968186,601.6824142,561.527719,413.038057
PP_5315,160.3231809,131.782747,169.3844441,137.3689744,156.6562872
PP_5317,103.5118477,105.2079697,116.8947365,105.0869099,112.6413926
PP_5318,207.1974903,201.9956468,199.0335216,233.5275696,193.1006893
PP_5326,62.50359725,68.08039103,46.53852995,60.29821221,68.54768678
PP_5327,66.29826613,85.49440411,83.83592484,83.53258365,84.00002882
PP_5328,77.40027526,108.865139,79.14758633,117.1660846,117.8113293
PP_5329,141.6637572,149.9237952,119.5620633,134.2901592,160.2613123
PP_5335,137.7307354,100.3168303,132.9219795,89.18406786,107.4472563
PP_5336,40.16667428,44.48909144,33.07450444,30.31135906,35.72186073
PP_5338,1213.184091,1164.817502,1034.740239,861.7398195,1208.6935
PP_5340,19.98067448,22.74601731,22.00953598,21.85348065,16.2478965
PP_5346,1395.26032,2132.611052,1304.882287,2282.840814,1986.964572
PP_5347,701.1524815,932.5750262,614.6445205,929.7513961,895.4371399
PP_5351,155.3529316,122.2890236,141.2718992,156.6830928,129.0226495
PP_5357,176.3637332,170.3659583,182.4183178,164.2869388,158.867945
PP_5364,157.8104019,124.791078,139.1391243,122.4069725,123.2611296
PP_5366,68.68221288,69.79022117,63.89473516,74.12220173,66.92426201
PP_5380,20.82562824,19.22202783,20.295923,24.4739526,22.3796502
PP_5385,658.2479075,607.5731072,529.2652519,637.1650647,593.7756524
PP_5386,374.9186589,327.7136016,329.4204525,313.9588282,304.4840287
PP_5387,1426.172759,1362.82337,1368.838509,1369.469535,1315.554172
PP_5409,216.1694222,206.3707051,177.3291186,186.2019777,218.2013001
PP_5411,377.4540695,351.9317353,320.7674668,337.6573851,329.030261
PP_5412,939.9104894,778.43279,785.4650446,631.8266917,720.788584
PP_5413,4368.773982,4026.932836,3582.952184,3150.850113,3870.993713
PP_5414,2010.714211,2002.188265,1604.610702,1463.624504,1959.272219
PP_5415,4317.711419,4059.058144,3343.22359,2849.788193,3819.889224
PP_5416,1044.316482,1062.850305,702.1403078,664.3880781,1001.189335
PP_5417,1263.448322,1230.992235,991.5390847,806.5758598,1111.31794
PP_5418,1543.720804,1465.513209,1190.331851,950.2284562,1413.463557
PP_5419,950.5449963,1027.802812,752.0911286,724.413791,1004.341987
PP_5420,329.2368291,437.621988,347.6746325,385.5160936,443.1998255
